,country,founded,id,industry,linkedin_url,locality,name,region,size,website
75618,new zealand,1998.0,questnz,hospitality,linkedin.com/company/questnz,takapuna,quest apartment hotels (nz) ltd,auckland,201-500,questapartments.co.nz
75961,australia,2013.0,ingenialifestyle,real estate,linkedin.com/company/ingenialifestyle,kedron,ingenia lifestyle,queensland,501-1000,ingenialifestyle.com.au
78186,australia,1990.0,p&n-bank,banking,linkedin.com/company/p&n-bank,perth,p&n bank,western australia,201-500,pnbank.com.au
78852,australia,,city-of-bunbury,government administration,linkedin.com/company/city-of-bunbury,bunbury,city of bunbury,western australia,201-500,bunbury.wa.gov.au
81444,australia,,prompcorp-pty-ltd,facilities services,linkedin.com/company/prompcorp-pty-ltd,north melbourne,prompcorp,victoria,501-1000,prompcorp.com.au
85368,australia,2016.0,primacareers,human resources,linkedin.com/company/primacareers,sydney,prima careers - career management | outplacement solutions,new south wales,201-500,prima-group.com.au
89479,australia,,carer-assist,,linkedin.com/company/carer-assist,,carer assist,,201-500,carerassist.org.au
90781,new zealand,,victoria-university-of-wellington-law-students-society,law practice,linkedin.com/company/victoria-university-of-wellington-law-students-society,pipitea,victoria university of wellington law students'​ society,wellington,1001-5000,vuwlss.com
92843,australia,1988.0,austal-,shipbuilding,linkedin.com/company/austal-,henderson,austal,western australia,5001-10000,austal.com
93629,australia,2002.0,australasian-hydrographic-society,civil engineering,linkedin.com/company/australasian-hydrographic-society,,australasian hydrographic society,,201-500,ahs.asn.au
95035,australia,2010.0,panthera-finance,financial services,linkedin.com/company/panthera-finance,toowong,panthera finance,queensland,201-500,pantherafinance.com.au
95175,australia,1984.0,clarius-group,staffing and recruiting,linkedin.com/company/clarius-group,,clarius/ignite,,201-500,clarius.com.au
95313,australia,1956.0,virginia-farm-produce,farming,linkedin.com/company/virginia-farm-produce,virginia,virginia farm produce,south australia,201-500,virginiafarm.net.au
97508,australia,1977.0,doutta-galla-community-health,"health, wellness and fitness",linkedin.com/company/doutta-galla-community-health,,doutta galla community health,,201-500,doutta.org.au
98203,australia,2009.0,myifreemans-pty-ltd,insurance,linkedin.com/company/myifreemans-pty-ltd,,myifreemans pty ltd,,501-1000,myifreemans.com.au
98626,australia,1957.0,macadamiasaustralia,food production,linkedin.com/company/macadamiasaustralia,,macadamias australia,queensland,201-500,macadamiasaustralia.net
99299,australia,2000.0,iselect,financial services,linkedin.com/company/iselect,,iselect,,501-1000,iselect.com.au
100413,new zealand,1995.0,leighs-construction-ltd,construction,linkedin.com/company/leighs-construction-ltd,christchurch,leighs construction ltd,canterbury,201-500,leighsconstruction.co.nz
101208,australia,,hepburn-health-service,hospital & health care,linkedin.com/company/hepburn-health-service,daylesford,hepburn health service,victoria,201-500,hhs.vic.gov.au
101270,australia,1934.0,ricoh-australia,information technology and services,linkedin.com/company/ricoh-australia,,ricoh australia,,501-1000,ricoh.com.au
101513,australia,,favelle-favco-cranes,mechanical or industrial engineering,linkedin.com/company/favelle-favco-cranes,sydney,favelle favco cranes,new south wales,201-500,familymanorpublishing.com
101603,australia,2007.0,one-direction-australia,facilities services,linkedin.com/company/one-direction-australia,south melbourne,one direction australia,victoria,201-500,onedirectionaustralia.com.au
101861,australia,1981.0,the-distributors,wholesale,linkedin.com/company/the-distributors,,the distributors,,1001-5000,the-distributors.com.au
104256,australia,1921.0,bsc-australia,mechanical or industrial engineering,linkedin.com/company/bsc-australia,chullora,bsc,new south wales,1001-5000,bsc.com.au
104720,australia,,apha,,linkedin.com/company/apha,,apha,,201-500,apha.net.au
106586,australia,2001.0,merhis-international-corp,building materials,linkedin.com/company/merhis-international-corp,bankstown,merhis international llc,new south wales,201-500,merhis.com.au
106719,australia,2002.0,altus-traffic-australia,civil engineering,linkedin.com/company/altus-traffic-australia,port melbourne,altus traffic australia,victoria,1001-5000,altustraffic.com.au
107216,australia,,fujifilm-australia,wholesale,linkedin.com/company/fujifilm-australia,macquarie park,fujifilm australia,new south wales,201-500,fujifilm.com.au
107487,australia,2008.0,darwin-convention-centre,events services,linkedin.com/company/darwin-convention-centre,darwin,darwin convention centre,northern territory,201-500,darwinconvention.com.au
108884,australia,,wearekinetic,transportation/trucking/railroad,linkedin.com/company/wearekinetic,melbourne,kinetic,victoria,1001-5000,wearekinetic.com
109786,australia,,nt-port-and-marine,maritime,linkedin.com/company/nt-port-and-marine,,nt port and marine,northern territory,201-500,ntportandmarine.com
110421,new zealand,2017.0,stuffpix,entertainment,linkedin.com/company/stuffpix,auckland,stuff pix,auckland,501-1000,stuffpix.co.nz
110660,new zealand,1981.0,city-cleaning-services-limited,facilities services,linkedin.com/company/city-cleaning-services-limited,newton,city cleaning services limited,auckland,501-1000,citycleaning.co.nz
110761,australia,2007.0,minor-dkl-food-group,retail,linkedin.com/company/minor-dkl-food-group,brisbane,minor dkl food group,queensland,201-500,minordkl.com.au
111926,australia,1964.0,d-&-r-henderson,building materials,linkedin.com/company/d-&-r-henderson,huntingwood,d & r henderson,new south wales,201-500,drhenderson.com.au
113206,new zealand,,raukura-hauora-o-tainui,hospital & health care,linkedin.com/company/raukura-hauora-o-tainui,wiri,raukura hauora o tainui,auckland,201-500,raukura.org.nz
114389,new zealand,,computershare-new-zealand,financial services,linkedin.com/company/computershare-new-zealand,takapuna,computershare new zealand,auckland,10001+,computershare.co.nz
114755,australia,,jgc-oceania-pty-ltd,oil & energy,linkedin.com/company/jgc-oceania-pty-ltd,,jgc oceania pty ltd,,201-500,jgc.co.jp
115277,australia,2004.0,minprovise,mining & metals,linkedin.com/company/minprovise,welshpool,minprovise,western australia,201-500,minprovise.com.au
115544,australia,,macarthur-coal,mining & metals,linkedin.com/company/macarthur-coal,,macarthur coal,,201-500,macarthurcoal.com.au
118614,australia,2004.0,hipages-group,internet,linkedin.com/company/hipages-group,,hipages,,201-500,hipages.com.au
119109,australia,2012.0,brisbane-cycling-club,sports,linkedin.com/company/brisbane-cycling-club,brisbane,brisbane cycling club,queensland,201-500,brisbanecyclingclub.com.au
119340,australia,,ramelius-resources-limited,mining & metals,linkedin.com/company/ramelius-resources-limited,east perth,ramelius resources limited,western australia,201-500,rameliusresources.com.au
119800,australia,,cement-australia,building materials,linkedin.com/company/cement-australia,,cement australia,,1001-5000,cementaustralia.com.au
120070,australia,2008.0,auhelpdesk,information technology and services,linkedin.com/company/auhelpdesk,,auhelpdesk,,201-500,auhelpdesk.com
120077,australia,1887.0,spruson-&-ferguson,legal services,linkedin.com/company/spruson-&-ferguson,,spruson & ferguson,,201-500,spruson.com
121589,new zealand,2000.0,bidfood-nz,food & beverages,linkedin.com/company/bidfood-nz,greenlane,bidfood nz,auckland,5001-10000,bidfood.co.nz
122540,australia,1995.0,litsupport,legal services,linkedin.com/company/litsupport,,litsupport pty ltd,,201-500,litsupport.com.au
122691,australia,1882.0,sparke-helmore,law practice,linkedin.com/company/sparke-helmore,,sparke helmore lawyers,,501-1000,sparke.com.au
123115,australia,2015.0,aicr-australia,hospitality,linkedin.com/company/aicr-australia,melbourne,aicr australia,victoria,1001-5000,aicraustralia.com.au
126617,australia,2011.0,aquilaaustralia,management consulting,linkedin.com/company/aquilaaustralia,sydney,aquila australia,new south wales,201-500,aquilaaustralia.com.au
126692,australia,1989.0,wagners,mining & metals,linkedin.com/company/wagners,wellcamp,wagners,queensland,501-1000,wagner.com.au
126778,australia,1969.0,kidstuff-pty-ltd,consumer goods,linkedin.com/company/kidstuff-pty-ltd,glebe,kidstuff pty ltd,new south wales,201-500,kidstuff.com.au
129182,australia,1994.0,travelcounsellors_kay_reeves,"leisure, travel & tourism",linkedin.com/company/travelcounsellors_kay_reeves,,travel counsellors/kay.reeves,,1001-5000,travelcounsellors.com.au
129183,australia,1975.0,ebm-insurance-brokers,insurance,linkedin.com/company/ebm-insurance-brokers,,ebm - insurance & risk management,,201-500,ebm.com.au
129954,australia,2001.0,discount-drug-stores,pharmaceuticals,linkedin.com/company/discount-drug-stores,toowong,discount drug stores,queensland,1001-5000,discountdrugstores.com.au
130426,australia,,johns-lyng-commercial,construction,linkedin.com/company/johns-lyng-commercial,doncaster,johns lyng commercial builders,victoria,201-500,jlcommercial.com.au
132614,australia,2011.0,valmec,oil & energy,linkedin.com/company/valmec,,valmec,,201-500,valmec.com.au
134889,australia,,flight-centre-business-travel-australia,"leisure, travel & tourism",linkedin.com/company/flight-centre-business-travel-australia,,flight centre business travel- australia,,501-1000,fcbt.com.au
135984,australia,1859.0,east-grampians-health-service,hospital & health care,linkedin.com/company/east-grampians-health-service,ararat,east grampians health service,victoria,201-500,eghs.net.au
136438,australia,2009.0,mmg-limited,mining & metals,linkedin.com/company/mmg-limited,southbank,mmg limited,victoria,5001-10000,mmg.com
136498,australia,,care-park,utilities,linkedin.com/company/care-park,melbourne,care park,victoria,201-500,carepark.com.au
137737,australia,1973.0,egr-decor-products,building materials,linkedin.com/company/egr-decor-products,darra,egr decor products,queensland,201-500,egrdecor.com.au
137760,australia,1992.0,bgc-contracting,mining & metals,linkedin.com/company/bgc-contracting,,bgc contracting,western australia,5001-10000,bgc.cc
137869,australia,1888.0,warrnambool-cheese-and-butter,dairy,linkedin.com/company/warrnambool-cheese-and-butter,allansford,warrnambool cheese and butter,victoria,501-1000,wcbf.com.au
139646,australia,1977.0,ogilvy-australia,marketing and advertising,linkedin.com/company/ogilvy-australia,,ogilvy australia,,501-1000,ogilvy.com.au
139760,australia,,reed-constructions-australia-pty-ltd,construction,linkedin.com/company/reed-constructions-australia-pty-ltd,,reed constructions australia pty ltd,,201-500,reedgroup.com.au
140535,australia,1990.0,pumpkin-patch,apparel & fashion,linkedin.com/company/pumpkin-patch,,pumpkin patch,,501-1000,pumpkinpatch.co.nz
140679,australia,,fair-work-commission-au,judiciary,linkedin.com/company/fair-work-commission-au,melbourne,fair work commission,victoria,201-500,fwc.gov.au
140869,new zealand,2012.0,mgh-capital,investment management,linkedin.com/company/mgh-capital,auckland,mgh capital,auckland,201-500,mghcapital.co.nz
142120,australia,1985.0,quit-victoria,information technology and services,linkedin.com/company/quit-victoria,melbourne,quit victoria,victoria,201-500,quit.org.au
142143,australia,1987.0,communityresources,non-profit organization management,linkedin.com/company/communityresources,tuncurry,community resources limited,new south wales,201-500,communityresources.org.au
142366,australia,1855.0,warrnambool-city-council,government administration,linkedin.com/company/warrnambool-city-council,,warrnambool city council,,501-1000,warrnambool.vic.gov.au
142803,australia,,rio-tinto-coal-australia,mining & metals,linkedin.com/company/rio-tinto-coal-australia,brisbane,rio tinto coal australia,queensland,501-1000,riotintocoalaustralia.com.au
142872,australia,2009.0,babysittersguide.mobi,staffing and recruiting,linkedin.com/company/babysittersguide.mobi,,babysittersguide.mobi,,5001-10000,babysittersguide.mobi
144883,australia,,advent-security-australia-new-zealand,security and investigations,linkedin.com/company/advent-security-australia-new-zealand,melbourne,advent security australia & new zealand,victoria,501-1000,adventsecurity.com.au
145065,new zealand,,viridian-glass-limited-partnership,"glass, ceramics & concrete",linkedin.com/company/viridian-glass-limited-partnership,auckland,viridian glass nz,auckland,501-1000,viridianglass.co.nz
146902,australia,1990.0,medicalone,medical practice,linkedin.com/company/medicalone,,medical one,,201-500,medicalone.com.au
147064,australia,1888.0,equity-trustees,financial services,linkedin.com/company/equity-trustees,,equity trustees,,201-500,eqt.com.au
147138,australia,2008.0,because-we-care,plastics,linkedin.com/company/because-we-care,,because we care,,201-500,becausewecare.cc
149163,australia,2002.0,supply-&-apply,construction,linkedin.com/company/supply-&-apply,riverstone,omega industries,new south wales,201-500,supplyandapply.com.au
151009,australia,1979.0,superior-care-group,hospital & health care,linkedin.com/company/superior-care-group,,superior care group,,201-500,superiorcare.com.au
152317,australia,1897.0,cityofkalamunda,government administration,linkedin.com/company/cityofkalamunda,kalamunda,city of kalamunda,western australia,201-500,kalamunda.wa.gov.au
153295,australia,,animal-emergency-centre-pty-ltd,veterinary,linkedin.com/company/animal-emergency-centre-pty-ltd,,animal emergency centre pty ltd,,201-500,aecvets.com.au
