,country,founded,id,industry,linkedin_url,locality,name,region,size,website
136360,united states,2005.0,pesgsolutions,staffing and recruiting,linkedin.com/company/pesgsolutions,nashville,"professional educational services group, llc",tennessee,10001+,mypesg.com
137298,united states,1788.0,state-of-georgia,government administration,linkedin.com/company/state-of-georgia,,state of georgia,,10001+,georgia.gov
137618,united states,,urban-explorer,primary/secondary education,linkedin.com/company/urban-explorer,san francisco,urban explorer,california,10001+,urbanexplorer.com
143228,united states,1766.0,rutgers-university,higher education,linkedin.com/company/rutgers-university,new brunswick,rutgers university,new jersey,10001+,rutgers.edu
143275,united states,1995.0,cooney-solutions-group,outsourcing/offshoring,linkedin.com/company/cooney-solutions-group,san antonio,qualfon/culture.service.growth,texas,10001+,cultureservicegrowth.com
147724,united states,,fbi-virtual-training-academy,law enforcement,linkedin.com/company/fbi-virtual-training-academy,washington,fbi virtual training academy,district of columbia,10001+,fbiacademy.edu
149764,united states,1910.0,sterling-jewelers,retail,linkedin.com/company/sterling-jewelers,akron,sterling jewelers,ohio,10001+,sterlingcareers.com
149771,united states,1824.0,muschealth,hospital & health care,linkedin.com/company/muschealth,charleston,musc health,south carolina,10001+,muschealth.org
156009,united states,1973.0,paccarparts,transportation/trucking/railroad,linkedin.com/company/paccarparts,renton,paccar parts,washington,10001+,paccarparts.com
158168,united states,1995.0,ipc-the-hospitalist-company-inc-,hospital & health care,linkedin.com/company/ipc-the-hospitalist-company-inc-,knoxville,"ipc the hospitalist company, inc.",tennessee,10001+,ipchealthcare.com
160467,united states,,volvo-car-charleston-plant,automotive,linkedin.com/company/volvo-car-charleston-plant,ridgeville,volvo cars charleston plant,south carolina,10001+,volvocarsusfactory.com
162422,united states,1999.0,us-oncology,hospital & health care,linkedin.com/company/us-oncology,the woodlands,us oncology,texas,10001+,usoncology.com
166614,united states,1927.0,companalysis,management consulting,linkedin.com/company/companalysis,rolling meadows,companalysis,illinois,10001+,companalysis.com
168133,united states,1929.0,cunningham-lindsey,insurance,linkedin.com/company/cunningham-lindsey,memphis,cunningham lindsey,tennessee,10001+,cunninghamlindsey.com
172021,united states,1933.0,navy-federal-credit-union,financial services,linkedin.com/company/navy-federal-credit-union,vienna,navy federal credit union,virginia,10001+,navyfederal.org
174174,united states,2006.0,courierxpress,logistics and supply chain,linkedin.com/company/courierxpress,hicksville,courierxpress,new york,10001+,courierxpress.co.in
176550,united states,2010.0,theoxfordjournal.business,newspapers,linkedin.com/company/theoxfordjournal.business,york,the oxford journal®,new york,10001+,theoxfordjournal.uk
176564,united states,1927.0,gallagher-franchise-solutions,insurance,linkedin.com/company/gallagher-franchise-solutions,tulsa,gallagher franchise solutions,oklahoma,10001+,franinsurance.com
182036,united states,1898.0,bechtel-corporation,construction,linkedin.com/company/bechtel-corporation,san francisco,bechtel corporation,california,10001+,bechtel.com
185833,united states,1872.0,virginia-tech,higher education,linkedin.com/company/virginia-tech,blacksburg,virginia tech,virginia,10001+,vt.edu
192621,united states,,democratic-party-of-mecklenburg-county,political organization,linkedin.com/company/democratic-party-of-mecklenburg-county,charlotte,democratic party of mecklenburg county,north carolina,10001+,mecklenburgdemocrat.org
194031,united states,1971.0,hollywood-casino-aurora,gambling & casinos,linkedin.com/company/hollywood-casino-aurora,aurora,hollywood casino aurora,illinois,10001+,hollywoodcasinoaurora.com
199676,united states,2011.0,dell-cloud-business-applications,computer software,linkedin.com/company/dell-cloud-business-applications,santa clara,dell cloud business applications,california,10001+,dellcloudapplications.com
201710,united states,2007.0,idea-couture-inc-,management consulting,linkedin.com/company/idea-couture-inc-,san francisco,idea couture inc.,california,10001+,ideacouture.com
205706,united states,1973.0,apollo-group,higher education,linkedin.com/company/apollo-group,phoenix,apollo group,arizona,10001+,apollo.edu
206779,united states,1902.0,pt-prisma-purelindo,public relations and communications,linkedin.com/company/pt-prisma-purelindo,euless,pt prisma purelindo,texas,10001+,prismapr.co.id
209978,united states,2000.0,inee-network,program development,linkedin.com/company/inee-network,new york,inter-agency network for education in emergencies-inee,new york,10001+,inee.org
210705,united states,1841.0,nyulangonehealth,hospital & health care,linkedin.com/company/nyulangonehealth,new york,nyu langone health,new york,10001+,nyulangone.org
210847,united states,1945.0,richproducts,food production,linkedin.com/company/richproducts,buffalo,rich products corporation,new york,10001+,richs.com
211659,united states,,us-foods-culinary-equipment-and-supplies,wholesale,linkedin.com/company/us-foods-culinary-equipment-and-supplies,saint paul,us foods culinary equipment and supplies,minnesota,10001+,usfoodsculinaryequipmentandsupplies.com
212271,united states,1891.0,bbdo,marketing and advertising,linkedin.com/company/bbdo,new york,bbdo,new york,10001+,bbdo.com
212881,united states,,elara-caring,hospital & health care,linkedin.com/company/elara-caring,addison,elara caring,texas,10001+,elara.com
217389,united states,,tyco-fire-&-building-products,building materials,linkedin.com/company/tyco-fire-&-building-products,,tyco fire & building products,,10001+,tycofsbp.com
217410,united states,1988.0,wischmeyer-benefit-partners,insurance,linkedin.com/company/wischmeyer-benefit-partners,rolling meadows,wischmeyer benefit partners,illinois,10001+,wischmeyerbenefitpartners.com
8812,united states,1908.0,first-union-national-bank,banking,linkedin.com/company/first-union-national-bank,,first union national bank,,10001+,firstunion.com
9943,united states,1984.0,sanhua-international-usa,electrical/electronic manufacturing,linkedin.com/company/sanhua-international-usa,houston,sanhua international usa,texas,10001+,sanhuausa.com
10227,united states,1985.0,fry's-electronics,retail,linkedin.com/company/fry's-electronics,san jose,fry's electronics,california,10001+,frys.com
11213,united states,,payless-shoesource,retail,linkedin.com/company/payless-shoesource,miami,payless shoesource,florida,10001+,payless.com
12780,united states,1996.0,service-scouts,professional training & coaching,linkedin.com/company/service-scouts,incline village,service scouts,nevada,10001+,servicescouts.com
14056,united states,1839.0,city-of-austin,government administration,linkedin.com/company/city-of-austin,austin,city of austin,texas,10001+,austintexas.gov
14089,united states,1845.0,newyorklife,financial services,linkedin.com/company/newyorklife,new york,new york life insurance company,new york,10001+,newyorklife.com
15117,united states,1996.0,youngevitydistributor,"health, wellness and fitness",linkedin.com/company/youngevitydistributor,chula vista,youngevity distributer,california,10001+,youngevity.com
16612,united states,,memorial-physician-recruitment-division,hospital & health care,linkedin.com/company/memorial-physician-recruitment-division,hollywood,memorial physician recruitment division,florida,10001+,memorialphysician.com
18167,united states,,jlt-specialty-insurance-services-inc,insurance,linkedin.com/company/jlt-specialty-insurance-services-inc,chicago,jlt specialty usa,illinois,10001+,jltus.com
20390,united states,,csi-multilevel-marketing,marketing and advertising,linkedin.com/company/csi-multilevel-marketing,washington,csi multilevel marketing,district of columbia,10001+,residualincomeclub.org
20967,united states,1869.0,orange-county-public-schools,primary/secondary education,linkedin.com/company/orange-county-public-schools,orlando,orange county public schools,florida,10001+,ocps.net
24119,united states,1945.0,manheim,automotive,linkedin.com/company/manheim,atlanta,manheim,georgia,10001+,manheim.com
25100,united states,1986.0,ameripark,hospitality,linkedin.com/company/ameripark,marietta,ameripark,georgia,10001+,ameripark.com
25603,united states,,the-bourke-group-real-estate-specialists,real estate,linkedin.com/company/the-bourke-group-real-estate-specialists,asheville,the bourke group,north carolina,10001+,thebourkegroup.com
28448,united states,1995.0,ifds,financial services,linkedin.com/company/ifds,kansas city,international financial data services,missouri,10001+,ifdsgroup.com
28872,united states,2008.0,hillenbrand-inc,industrial automation,linkedin.com/company/hillenbrand-inc,batesville,hillenbrand,indiana,10001+,hillenbrand.com
31333,united states,1889.0,alsco,textiles,linkedin.com/company/alsco,salt lake city,alsco,utah,10001+,alsco.com
35473,united states,2002.0,att,import and export,linkedin.com/company/att,dallas,at&t,texas,10001+,att.eu
38295,united states,1819.0,shelbycountygovernment,government administration,linkedin.com/company/shelbycountygovernment,memphis,shelby county government,tennessee,10001+,shelbycountytn.gov
41248,united states,1889.0,asahi,food & beverages,linkedin.com/company/asahi,,asahi,california,10001+,asahibeerusa.com
45406,united states,2011.0,xpologistics,logistics and supply chain,linkedin.com/company/xpologistics,greenwich,"xpo logistics, inc.",connecticut,10001+,xpo.com
45649,united states,1998.0,tribridge,information technology and services,linkedin.com/company/tribridge,tampa,tribridge,florida,10001+,tribridge.com
46479,united states,1853.0,university-of-florida,higher education,linkedin.com/company/university-of-florida,gainesville,university of florida,florida,10001+,ufl.edu
46950,united states,,gemotorswolong,electrical/electronic manufacturing,linkedin.com/company/gemotorswolong,houston,ge motors by wolong,texas,10001+,gemotorswolong.com
48311,united states,1989.0,bridgemanfoods,restaurants,linkedin.com/company/bridgemanfoods,louisville,manna inc / bridgeman foods,kentucky,10001+,bfcareers.com
50952,united states,,independent_100,internet,linkedin.com/company/independent_100,,independent,,10001+,uberlabs.com
52087,united states,1916.0,thermador,design,linkedin.com/company/thermador,irvine,thermador,california,10001+,thermador.com
53858,united states,,bridgestone-golf,sporting goods,linkedin.com/company/bridgestone-golf,covington,bridgestone golf,georgia,10001+,bridgestonegolf.com
55870,united states,1681.0,city-of-philadelphia,government administration,linkedin.com/company/city-of-philadelphia,philadelphia,city of philadelphia,pennsylvania,10001+,phila.gov
56305,united states,,detroitmedicalcenter,hospital & health care,linkedin.com/company/detroitmedicalcenter,detroit,detroit medical center,michigan,10001+,dmc.org
56489,united states,1986.0,office-depot,business supplies and equipment,linkedin.com/company/office-depot,boca raton,office depot,florida,10001+,officedepot.com
61091,united states,,new-jersey-council-of-magnet-organizations-inc,research,linkedin.com/company/new-jersey-council-of-magnet-organizations-inc,whitehouse station,new jersey council of magnet organizations inc,new jersey,10001+,njcomo.org
61870,united states,,northeastern-university,higher education,linkedin.com/company/northeastern-university,boston,northeastern university,massachusetts,10001+,northeastern.edu
62583,united states,1636.0,harvard-university,higher education,linkedin.com/company/harvard-university,cambridge,harvard university,massachusetts,10001+,harvard.edu
63225,united states,1928.0,kansas-state-rifle-association-inc-,civic & social organization,linkedin.com/company/kansas-state-rifle-association-inc-,bonner springs,"kansas state rifle association, inc.",kansas,10001+,ksraweb.org
64511,united states,,ieee-circuits-and-systems-society-cass,non-profit organization management,linkedin.com/company/ieee-circuits-and-systems-society-cass,piscataway,ieee circuits and systems society (cass),new jersey,10001+,ieee-cas.org
