name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
yancoal australia ltd,mining & metals,,1001-5000,2004.0,linkedin.com/company/yancoal-australia-limited,https://au.indeed.com/cmp/Yancoal/reviews,3,https://www.seek.com.au/companies/yancoal-814987/reviews,32,35,Unknown,"[[0.57, 0, 0, 0.19, 0, 0], [0.55, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Yancoal/reviews', 'https://au.indeed.com/cmp/Mining-Company/reviews'], 'seek': ['https://www.seek.com.au/companies/yancoal-814987/reviews']}"
prdnationwide kogarah,real estate,new south wales,1001-5000,2007.0,linkedin.com/company/prdnationwide-kogarah,https://au.indeed.com/cmp/Prd-Nationwide/reviews,4,https://www.seek.com.au/companies/prd-nationwide-435301/reviews,31,35,Unknown,"[[0.72, 0, 0, 0, 0, 0], [0.71, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Prd-Nationwide/reviews'], 'seek': ['https://www.seek.com.au/companies/prd-nationwide-435301/reviews']}"
thompson health care pty ltd,hospital & health care,new south wales,1001-5000,1965.0,linkedin.com/company/thompson-health-care-pty-ltd,https://au.indeed.com/cmp/Thompson-Health-Care/reviews,8,https://www.seek.com.au/companies/thompson-health-care-800944/reviews,7,15,Unknown,"[[0.72, 0, 0, 0, 0, 0], [0, 0.69, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Thompson-Health-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/thompson-health-care-800944/reviews']}"
bunnings,retail,victoria,10001+,1886.0,linkedin.com/company/bunnings,https://au.indeed.com/cmp/Bunnings/reviews,828,https://www.seek.com.au/companies/bunnings-warehouse-432326/reviews,828,1656,Unknown,"[[0.91, 0, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bunnings/reviews'], 'seek': ['https://www.seek.com.au/companies/bunnings-warehouse-432326/reviews']}"
mandurah safety and training services (msts),professional training & coaching,western australia,501-1000,2000.0,linkedin.com/company/msts,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
southern star windows,building materials,victoria,501-1000,2002.0,linkedin.com/company/southern-star-windows,https://au.indeed.com/cmp/Southern-Star-Windows/reviews,14,,0,14,Unknown,"[[0.82, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Southern-Star-Windows/reviews'], 'seek': []}"
ubm medica australia pty ltd,publishing,,5001-10000,1850.0,linkedin.com/company/ubm-medica-australia-pty-ltd,https://www.indeed.com/cmp/Ubm-Medica/reviews,0,,0,0,Unknown,"[[0.53, 0, 0.49, 0.26, 0.1, 0], [0, 0.24, 0.33, 0, 0.28, 0]]","{'indeed': ['https://www.indeed.com/cmp/Ubm-Medica/reviews', 'https://au.indeed.com/cmp/Healthcare-Australia/reviews', 'https://au.indeed.com/cmp/Sa-Health/reviews', 'https://au.indeed.com/cmp/Big-W/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/fullerton-health-753016/reviews', 'https://www.seek.com.au/companies/medical-one-831100/reviews']}"
blueprint group australia,marketing and advertising,,1001-5000,,linkedin.com/company/blueprint-group-australia,https://au.indeed.com/cmp/Blueprint-Homes/reviews,2,https://www.seek.com.au/companies/blueprint-group-753012/reviews,10,12,Unknown,"[[0.62, 0.55, 0, 0.3, 0, 0], [0.7, 0, 0, 0, 0, 0.35]]","{'indeed': ['https://au.indeed.com/cmp/Blueprint-Homes/reviews', 'https://www.indeed.com/cmp/Blueprint/reviews', 'https://au.indeed.com/cmp/Compass-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/blueprint-group-753012/reviews', 'https://www.seek.com.au/companies/blueprint-homes-803115/reviews']}"
xl express,transportation/trucking/railroad,queensland,501-1000,1990.0,linkedin.com/company/xl-express,https://au.indeed.com/cmp/Xl-Express/reviews,17,https://www.seek.com.au/companies/xl-express-434989/reviews,29,46,Unknown,"[[0.77, 0, 0, 0, 0, 0], [0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Xl-Express/reviews'], 'seek': ['https://www.seek.com.au/companies/xl-express-434989/reviews']}"
partners in performance,management consulting,,501-1000,1996.0,linkedin.com/company/partnersinperformance,https://au.indeed.com/cmp/Partners-in-Performance/reviews,7,https://www.seek.com.au/companies/partners-in-performance-813288/reviews,7,14,Unknown,"[[0, 0.82, 0, 0, 0, 0], [0.84, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Partners-in-Performance/reviews'], 'seek': ['https://www.seek.com.au/companies/partners-in-performance-813288/reviews']}"
mercy health and aged care central queensland,hospital & health care,queensland,1001-5000,1915.0,linkedin.com/company/mercy-health-and-aged-care-central-queensland,https://au.indeed.com/cmp/Mercy-Aged-Care/reviews,10,https://www.seek.com.au/companies/mercy-health-433778/reviews,126,136,Unknown,"[[0.5, 0.43, 0.49, 0, 0, 0], [0, 0.46, 0.35, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mercy-Aged-Care/reviews', 'https://au.indeed.com/cmp/Mercy-Health-8/reviews', 'https://au.indeed.com/cmp/Mercy-Health-Aged-Care/reviews'], 'seek': ['https://www.seek.com.au/companies/mercy-health-433778/reviews', 'https://www.seek.com.au/companies/mercy-community-services-436340/reviews']}"
shoalhaven business chamber,civic & social organization,,501-1000,2000.0,linkedin.com/company/shoalhaven-business-chamber,https://au.indeed.com/cmp/Nsw-Business-Chamber/reviews,16,,0,16,Unknown,"[[0.7, 0.48, 0, 0, 0, 0], [0, 0, 0.27, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Nsw-Business-Chamber/reviews', 'https://au.indeed.com/cmp/Shoalhaven-District-Memorial-Hospital/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
seafolly p/l,apparel & fashion,,501-1000,1975.0,linkedin.com/company/seafolly-p-l,https://au.indeed.com/cmp/Seafolly-Pty-Ltd/reviews,3,https://www.seek.com.au/companies/seafolly-436353/reviews,21,24,Unknown,"[[0, 0.57, 0, 0, 0, 0], [0.69, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Seafolly-Pty-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/seafolly-436353/reviews']}"
atlas pearls ltd,luxury goods & jewelry,western australia,501-1000,1987.0,linkedin.com/company/atlas-pearls-ltd,https://au.indeed.com/cmp/Clipper-Pearls/reviews,3,https://www.seek.com.au/companies/paspaley-pearls-435942/reviews,8,11,Unknown,"[[0, 0.55, 0, 0, 0, 0], [0, 0.52, 0.49, 0, 0.38, 0]]","{'indeed': ['https://au.indeed.com/cmp/Clipper-Pearls/reviews'], 'seek': ['https://www.seek.com.au/companies/paspaley-pearls-435942/reviews', 'https://www.seek.com.au/companies/atlas-steels-435597/reviews', 'https://www.seek.com.au/companies/atlas-cea-953917/reviews']}"
orica,mining & metals,victoria,10001+,1874.0,linkedin.com/company/orica,https://au.indeed.com/cmp/Orica/reviews,39,https://www.seek.com.au/companies/orica-432632/reviews,127,166,Unknown,"[[0.85, 0, 0, 0, 0, 0], [0.69, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Orica/reviews'], 'seek': ['https://www.seek.com.au/companies/orica-432632/reviews']}"
vintage cellars australia,retail,victoria,501-1000,,linkedin.com/company/vintage-cellars-australia,,0,https://www.seek.com.au/companies/vintage-cellars-433958/reviews,12,12,Unknown,"[[0, 0, 0, 0, 0, 0], [0.7, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/vintage-cellars-433958/reviews']}"
bauhaus,retail,western australia,1001-5000,1988.0,linkedin.com/company/bauhaus,https://www.indeed.com/cmp/Bauhaus/reviews,0,,0,0,Unknown,"[[0.89, 0, 0.45, 0, 0, 0], [0, 0, 0, 0.18, 0.17, 0]]","{'indeed': ['https://www.indeed.com/cmp/Bauhaus/reviews', 'https://www.indeed.com/cmp/Bauhaus-Furniture-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/david-jones-432327/reviews']}"
healthe care australia,hospital & health care,,5001-10000,2005.0,linkedin.com/company/healthe-care-australia,https://au.indeed.com/cmp/Healthcare-Australia/reviews,123,https://www.seek.com.au/companies/healthe-care-australia-437105/reviews,11,134,Unknown,"[[0.86, 0, 0, 0, 0, 0], [0, 0.79, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Healthcare-Australia/reviews'], 'seek': ['https://www.seek.com.au/companies/healthe-care-australia-437105/reviews']}"
rhee taekwon-do sunshine coast,"health, wellness and fitness",queensland,10001+,1970.0,linkedin.com/company/rhee-taekwon-do-sunshine-coast,https://au.indeed.com/cmp/Rhee-Taekwondo/reviews,2,,0,2,Unknown,"[[0.62, 0.51, 0.43, 0.46, 0, 0], [0, 0.38, 0.3, 0.33, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rhee-Taekwondo/reviews', 'https://au.indeed.com/cmp/Taekwondo/reviews', 'https://au.indeed.com/cmp/East-Coast-Taekwondo-Academy/reviews', 'https://au.indeed.com/cmp/University-of-the-Sunshine-Coast/reviews'], 'seek': ['https://www.seek.com.au/companies/winson-group-814376/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/tafe-queensland-433646/reviews']}"
haileybury,primary/secondary education,victoria,501-1000,1892.0,linkedin.com/company/haileybury_2,https://au.indeed.com/cmp/Haileybury/reviews,3,https://www.seek.com.au/companies/haileybury-813774/reviews,20,23,Unknown,"[[0.73, 0, 0.83, 0, 0, 0], [0, 0.76, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Haileybury-College/reviews', 'https://au.indeed.com/cmp/Haileybury/reviews'], 'seek': ['https://www.seek.com.au/companies/haileybury-813774/reviews']}"
prescare,hospital & health care,queensland,501-1000,1929.0,linkedin.com/company/prescare,https://au.indeed.com/cmp/Prescare/reviews,11,https://www.seek.com.au/companies/presbyterian-aged-care-437473/reviews,23,34,Unknown,"[[0.91, 0, 0, 0, 0.55, 0], [0, 0.52, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Prescare/reviews', 'https://au.indeed.com/cmp/Prescare-Vela/reviews'], 'seek': ['https://www.seek.com.au/companies/presbyterian-aged-care-437473/reviews']}"
kpmg australia,accounting,,5001-10000,,linkedin.com/company/kpmg-australia,https://au.indeed.com/cmp/Kpmg-0828bc85/reviews,63,https://www.seek.com.au/companies/kpmg-432322/reviews,203,266,Unknown,"[[0.42, 0, 0, 0, 0, 0], [0.49, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Kpmg-0828bc85/reviews'], 'seek': ['https://www.seek.com.au/companies/kpmg-432322/reviews']}"
baptistcare,non-profit organization management,,1001-5000,,linkedin.com/company/baptistcare,https://au.indeed.com/cmp/Baptist-Care-1/reviews,53,https://www.seek.com.au/companies/baptist-care-434508/reviews,36,89,Unknown,"[[0.79, 0, 0, 0, 0, 0], [0.67, 0.75, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Baptist-Care-1/reviews'], 'seek': ['https://www.seek.com.au/companies/baptistcare-nsw-n-act-433807/reviews', 'https://www.seek.com.au/companies/baptist-care-434508/reviews']}"
just cuts™ franchising,consumer services,,1001-5000,1990.0,linkedin.com/company/just-cuts-,https://au.indeed.com/cmp/Just-Cuts/reviews,37,https://www.seek.com.au/companies/just-cuts-433533/reviews,49,86,Unknown,"[[0.54, 0, 0, 0, 0, 0], [0.57, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Just-Cuts/reviews'], 'seek': ['https://www.seek.com.au/companies/just-cuts-433533/reviews']}"
geon print & communications solutions,printing,,1001-5000,2007.0,linkedin.com/company/geon-print-&-communications-solutions,https://www.indeed.com/cmp/Communications-Solutions/reviews,0,,0,0,Unknown,"[[0, 0.31, 0.53, 0, 0.57, 0.5], [0, 0, 0.4, 0.13, 0.16, 0.12]]","{'indeed': ['https://au.indeed.com/cmp/Geon/reviews', 'https://www.indeed.com/cmp/Geon-Performance-Solutions/reviews', 'https://www.indeed.com/cmp/Communications-Solutions/reviews', 'https://www.indeed.com/cmp/Communication-Solutions/reviews'], 'seek': ['https://www.seek.com.au/companies/print-media-group-437079/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/golden-circle-433858/reviews', 'https://www.seek.com.au/companies/canon-434295/reviews']}"
associated retailers limited,retail,victoria,501-1000,1959.0,linkedin.com/company/associated-retailers-limited,https://au.indeed.com/cmp/Associated-Retailers-Limited/reviews,3,,0,3,Unknown,"[[0.87, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Associated-Retailers-Limited/reviews'], 'seek': []}"
qc,nanotechnology,,1001-5000,,linkedin.com/company/qc,,0,,0,0,Unknown,"[[0.33, 0.2, 0.22, 0.17, 0, 0.0], [0.25, 0, 0, 0.14, 0.12, 0]]","{'indeed': ['https://au.indeed.com/cmp/QC-Communications/reviews', 'https://au.indeed.com/cmp/Queensland-Cotton/reviews', 'https://www.indeed.com/cmp/QC-Manufacturing-Inc/reviews', 'https://au.indeed.com/cmp/Quality-Food-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/the-university-of-queensland-432368/reviews', 'https://www.seek.com.au/companies/queensland-university-of-technology-432435/reviews']}"
ausenco,mining & metals,queensland,1001-5000,1991.0,linkedin.com/company/ausenco,https://au.indeed.com/cmp/Ausenco/reviews,25,https://www.seek.com.au/companies/ausenco-432700/reviews,31,56,Unknown,"[[0.89, 0, 0, 0, 0, 0], [0, 0.7, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ausenco/reviews'], 'seek': ['https://www.seek.com.au/companies/ausenco-432700/reviews']}"
motor vehicle replacement,automotive,victoria,501-1000,2019.0,linkedin.com/company/motorvehiclereplacement,,0,https://www.seek.com.au/companies/auto-parts-group-437252/reviews,25,25,Unknown,"[[0, 0, 0.25, 0, 0.19, 0], [0.41, 0.33, 0.28, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Racq/reviews', 'https://au.indeed.com/cmp/Trinity-Auto-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/auto-parts-group-437252/reviews', 'https://www.seek.com.au/companies/auto-n-general-609523/reviews', 'https://www.seek.com.au/companies/brown-and-hurley-813700/reviews']}"
petbarn,retail,,1001-5000,,linkedin.com/company/petbarn-pty-limited,https://au.indeed.com/cmp/Petbarn/reviews,64,https://www.seek.com.au/companies/petbarn-433269/reviews,116,180,Unknown,"[[0.89, 0, 0, 0, 0, 0], [0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Petbarn/reviews'], 'seek': ['https://www.seek.com.au/companies/petbarn-433269/reviews']}"
"university of new england, armidale",higher education,,1001-5000,1954.0,linkedin.com/company/university-of-new-england-australia,https://au.indeed.com/cmp/University-of-New-England/reviews,22,https://www.seek.com.au/companies/university-of-new-england-433316/reviews,23,45,Unknown,"[[0, 0.68, 0, 0, 0, 0], [0, 0.69, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/University-of-New-England/reviews'], 'seek': ['https://www.seek.com.au/companies/university-of-new-england-433316/reviews']}"
cabrini health,hospital & health care,,1001-5000,,linkedin.com/company/cabrini-health,https://au.indeed.com/cmp/Cabrini-Health/reviews,13,https://www.seek.com.au/companies/cabrini-health-433944/reviews,55,68,Unknown,"[[0.84, 0, 0, 0, 0.45, 0], [0.81, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cabrini-Health/reviews', 'https://au.indeed.com/cmp/Cabrini-Hospital/reviews'], 'seek': ['https://www.seek.com.au/companies/cabrini-health-433944/reviews']}"
west australian newspapers,newspapers,western australia,1001-5000,1833.0,linkedin.com/company/west-australian-newspapers,,0,https://www.seek.com.au/companies/the-west-australian-435623/reviews,11,11,Unknown,"[[0, 0, 0, 0, 0, 0.23], [0.65, 0, 0, 0.38, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Quality-Press/reviews'], 'seek': ['https://www.seek.com.au/companies/the-west-australian-435623/reviews', 'https://www.seek.com.au/companies/community-newspaper-group-435265/reviews']}"
fc business school,professional training & coaching,,5001-10000,2011.0,linkedin.com/company/fc-business-school,https://www.indeed.com/cmp/Fc-Industries/reviews,0,https://www.seek.com.au/companies/good-to-great-schools-813477/reviews,6,6,Unknown,"[[0.35, 0.49, 0, 0, 0.1, 0.15], [0.48, 0.38, 0.42, 0.21, 0.23, 0.14]]","{'indeed': ['https://au.indeed.com/cmp/Harvey-Norman/reviews', 'https://www.indeed.com/cmp/Fc-Industries/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews', ""https://au.indeed.com/cmp/Hungry-Jack's/reviews""], 'seek': ['https://www.seek.com.au/companies/good-to-great-schools-813477/reviews', 'https://www.seek.com.au/companies/fcb-group-814605/reviews', 'https://www.seek.com.au/companies/global-business-college-of-australia-816704/reviews', 'https://www.seek.com.au/companies/help-enterprises-435644/reviews', 'https://www.seek.com.au/companies/university-of-the-sunshine-coast-433133/reviews', 'https://www.seek.com.au/companies/griffith-university-432358/reviews']}"
atura hotels,hospitality,new south wales,1001-5000,2013.0,linkedin.com/company/atura-hotels,,0,https://www.seek.com.au/companies/atura-hotels-753224/reviews,7,7,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0.68, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/atura-hotels-753224/reviews']}"
wellways australia,mental health care,victoria,501-1000,1978.0,linkedin.com/company/wellways-australia,https://au.indeed.com/cmp/Wellways/reviews,28,https://www.seek.com.au/companies/wellways-australia-979680/reviews,49,77,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0.84, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Wellways/reviews'], 'seek': ['https://www.seek.com.au/companies/wellways-australia-979680/reviews']}"
mindil beach casino resort,gambling & casinos,northern territory,501-1000,,linkedin.com/company/mindil-beach-casino-resort,https://au.indeed.com/cmp/Sky-City-Casino/reviews,5,,0,5,Unknown,"[[0.47, 0, 0, 0, 0.28, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Sky-City-Casino/reviews', 'https://au.indeed.com/cmp/City-Beach-Australia/reviews'], 'seek': []}"
palladium: make it possible,management consulting,queensland,1001-5000,1965.0,linkedin.com/company/palladium-positive-impact,https://www.indeed.com/cmp/Palladium/reviews,0,https://www.seek.com.au/companies/palladium-861066/reviews,10,10,Unknown,"[[0.58, 0, 0, 0, 0, 0], [0, 0.51, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Palladium/reviews'], 'seek': ['https://www.seek.com.au/companies/palladium-861066/reviews']}"
rcr mining technologies,mechanical or industrial engineering,western australia,501-1000,1975.0,linkedin.com/company/rcr-mining-technologies,https://au.indeed.com/cmp/Rcr-Tomlinson/reviews,95,,0,95,Unknown,"[[0.5, 0, 0, 0, 0.19, 0], [0, 0, 0.39, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rcr-Tomlinson/reviews', 'https://au.indeed.com/cmp/Rcr-Laser/reviews'], 'seek': ['https://www.seek.com.au/companies/rcr-tomlinson-432577/reviews']}"
maroondah city council,government administration,victoria,501-1000,,linkedin.com/company/maroondah-city-council,https://au.indeed.com/cmp/Maroondah-City-Council/reviews,10,https://www.seek.com.au/companies/maroondah-city-council-436296/reviews,12,22,Unknown,"[[0.83, 0, 0, 0, 0, 0], [0, 0.79, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Maroondah-City-Council/reviews'], 'seek': ['https://www.seek.com.au/companies/maroondah-city-council-436296/reviews']}"
alto group,automotive,,501-1000,1956.0,linkedin.com/company/alto-group,,0,https://www.seek.com.au/companies/alto-group-435432/reviews,22,22,Unknown,"[[0, 0, 0, 0.25, 0.29, 0], [0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Concentrix/reviews', 'https://www.indeed.com/cmp/Alto-Experience/reviews'], 'seek': ['https://www.seek.com.au/companies/alto-group-435432/reviews']}"
queensland country bank stadium,events services,queensland,501-1000,2020.0,linkedin.com/company/queenslandcountrybankstadium,https://au.indeed.com/cmp/Bank-of-Queensland/reviews,64,,0,64,Unknown,"[[0.53, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bank-of-Queensland/reviews'], 'seek': []}"
the reject shop,retail,victoria,5001-10000,1981.0,linkedin.com/company/the-reject-shop,https://au.indeed.com/cmp/The-Reject-Shop/reviews,405,https://www.seek.com.au/companies/the-reject-shop-432349/reviews,296,701,Unknown,"[[0.75, 0, 0, 0, 0, 0], [0.78, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/The-Reject-Shop/reviews'], 'seek': ['https://www.seek.com.au/companies/the-reject-shop-432349/reviews']}"
lexus australia,automotive,,1001-5000,1989.0,linkedin.com/company/lexus-australia,,0,https://www.seek.com.au/companies/lexus-dealerships-815155/reviews,13,13,Unknown,"[[0, 0, 0, 0, 0.21, 0.08], [0, 0.51, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Harvey-Norman/reviews', 'https://au.indeed.com/cmp/Akqa/reviews'], 'seek': ['https://www.seek.com.au/companies/lexus-dealerships-815155/reviews']}"
simonds group,construction,,501-1000,,linkedin.com/company/simonds-group,https://au.indeed.com/cmp/Simonds-Homes/reviews,14,https://www.seek.com.au/companies/simonds-homes-433817/reviews,48,62,Unknown,"[[0.65, 0, 0, 0, 0, 0], [0.61, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Simonds-Homes/reviews'], 'seek': ['https://www.seek.com.au/companies/simonds-homes-433817/reviews']}"
elgas limited,oil & energy,,501-1000,1984.0,linkedin.com/company/elgas-limited,https://au.indeed.com/cmp/Elgas-Limited/reviews,6,https://www.seek.com.au/companies/elgas-434388/reviews,60,66,Unknown,"[[0.83, 0, 0, 0, 0, 0], [0.55, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Elgas-Limited/reviews'], 'seek': ['https://www.seek.com.au/companies/elgas-434388/reviews']}"
international student payments service(isps),financial services,,501-1000,,linkedin.com/company/international-student-payments-service-isps-,https://au.indeed.com/cmp/Iss-Facility-Services/reviews,308,https://www.seek.com.au/companies/online-education-services-986010/reviews,19,327,Unknown,"[[0.46, 0.34, 0.34, 0.24, 0.24, 0], [0.33, 0.52, 0.38, 0.22, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Iss-Facility-Services/reviews', 'https://au.indeed.com/cmp/Randstad/reviews', 'https://au.indeed.com/cmp/Boost-Juice/reviews', 'https://au.indeed.com/cmp/University-of-Sydney/reviews', 'https://au.indeed.com/cmp/Concentrix/reviews'], 'seek': ['https://www.seek.com.au/companies/iss-432659/reviews', 'https://www.seek.com.au/companies/online-education-services-986010/reviews', 'https://www.seek.com.au/companies/settlement-services-international-436662/reviews', 'https://www.seek.com.au/companies/accesspay-879209/reviews']}"
actan,information technology and services,,501-1000,2014.0,linkedin.com/company/actan,https://www.indeed.com/cmp/Action/reviews,0,,0,0,Unknown,"[[0, 0.33, 0.56, 0, 0.32, 0.28], [0, 0, 0, 0, 0, 0.2]]","{'indeed': ['https://au.indeed.com/cmp/Aurizon/reviews', 'https://www.indeed.com/cmp/Action/reviews', 'https://au.indeed.com/cmp/Commonwealth-Bank/reviews', 'https://www.indeed.com/cmp/Live-Action/reviews'], 'seek': ['https://www.seek.com.au/companies/ability-wa-826950/reviews']}"
grey army,consumer services,western australia,501-1000,1997.0,linkedin.com/company/grey-army,https://au.indeed.com/cmp/Grey-Army/reviews,5,,0,5,Unknown,"[[0.75, 0, 0, 0, 0, 0.31], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Grey-Army/reviews', 'https://au.indeed.com/cmp/Australian-Army/reviews'], 'seek': []}"
lincraft,retail,victoria,1001-5000,1950.0,linkedin.com/company/lincraft,https://au.indeed.com/cmp/Lincraft/reviews,69,https://www.seek.com.au/companies/lincraft-432772/reviews,60,129,Unknown,"[[0.91, 0, 0, 0, 0, 0], [0.77, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Lincraft/reviews'], 'seek': ['https://www.seek.com.au/companies/lincraft-432772/reviews']}"
australian red cross,non-profit organization management,,1001-5000,1914.0,linkedin.com/company/australian-red-cross,https://au.indeed.com/cmp/Australian-Red-Cross/reviews,153,https://www.seek.com.au/companies/australian-red-cross-432476/reviews,173,326,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0.82, 0, 0.62, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Australian-Red-Cross/reviews'], 'seek': ['https://www.seek.com.au/companies/australian-red-cross-432476/reviews', 'https://www.seek.com.au/companies/australian-red-cross-lifeblood-432641/reviews']}"
shoppersstop,retail,new south wales,501-1000,,linkedin.com/company/shoppersstop,https://au.indeed.com/cmp/Shoppers-Stop-Ltd/reviews,2,,0,2,Unknown,"[[0.77, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0.2, 0.15]]","{'indeed': ['https://au.indeed.com/cmp/Shoppers-Stop-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/best-n-less-432407/reviews', 'https://www.seek.com.au/companies/build-a-bear-workshop-864415/reviews']}"
rapid relief team ltd (rrt) australia,non-profit organization management,,1001-5000,2012.0,linkedin.com/company/rapid-relief-team-ltd-rrt-,,0,https://www.seek.com.au/companies/rapid-crushing-813297/reviews,7,7,Unknown,"[[0, 0, 0.23, 0, 0.19, 0.34], [0, 0.43, 0.36, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Rsl/reviews', 'https://au.indeed.com/cmp/Indeed/reviews', 'https://www.indeed.com/cmp/Rapid-Relief-Medical/reviews'], 'seek': ['https://www.seek.com.au/companies/rapid-crushing-813297/reviews', 'https://www.seek.com.au/companies/rapid-global-953055/reviews']}"
pqsa,hospital & health care,south australia,501-1000,1963.0,linkedin.com/company/pqsa,,0,,0,0,Unknown,"[[0.33, 0.34, 0.15, 0.22, 0.12, 0], [0.29, 0, 0.25, 0.15, 0, 0.09]]","{'indeed': ['https://au.indeed.com/cmp/Home-Care-Plus/reviews', 'https://au.indeed.com/cmp/Mable-4/reviews', 'https://au.indeed.com/cmp/Permobil/reviews', 'https://au.indeed.com/cmp/Anglicare/reviews', 'https://au.indeed.com/cmp/Beauaraba-Living/reviews'], 'seek': ['https://www.seek.com.au/companies/coasit-community-services-860997/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/the-benevolent-society-434443/reviews', 'https://www.seek.com.au/companies/otraco-436655/reviews']}"
